150					
1	732.26	10000	189600	40.67	73.95
2	348.54	10000	244500	34.11	118.41
3	278.37	10000	78700	41.84	87.68
4	163.06	10000	58000	29.77	95.39
5	158.56	10000	49400	40.01	75.13
6	111.05	10000	189400	32.81	117.14
7	102.8	10000	25600	42.38	83.1
8	100.69	10000	78800	32.79	96.77
9	98.34	10000	77100	33.54	112.07
10	93.59	10000	49700	29.46	98.51
11	78.22	10000	259100	37.3	121.85
12	73.6	10000	54700	39.3	76.61
13	73.13	10000	60800	39.78	86.15
14	72.4	10000	298900	37.79	122.55
15	63.52	10000	62900	30.33	81.66
16	63.29	10000	66000	39.99	82.99
17	62.81	10000	53500	43.06	87.97
18	61.03	10000	55700	35.11	90.01
19	60.69	10000	123900	38.91	77.02
20	57.43	10000	161400	42.34	71.02
21	51.63	10000	137900	47.62	122.35
22	51.53	10000	58500	31.85	106.44
23	50.56	10000	40900	41.48	81.68
24	49.69	10000	69600	30.07	89.93
25	48.84	10000	74400	36.17	86.78
26	46.76	10000	79000	39.77	104.87
27	46.56	10000	72600	30.3	97.75
28	44.47	10000	59900	35.47	97.51
29	43.73	10000	54900	45.54	122.66
30	43.51	10000	59200	39.12	94.55
31	42.94	10000	56100	33.79	118.16
32	40.54	10000	222900	32.2	110.89
33	39.67	10000	66800	38.64	90.24
34	39.59	10000	50700	35.2	80.83
35	39.4	10000	81300	33.76	84.42
36	39.31	10000	71200	36.74	76.04
37	38.47	10000	96500	35.12	106.62
38	37.22	10000	85900	37.77	122.22
39	36.99	10000	177400	40.44	79.98
40	36.94	10000	41200	38.57	121.47
41	36.84	10000	115800	44.96	93.27
42	36.73	10000	71700	36.13	95.92
43	36.4	10000	60500	39.14	84.51
44	35.85	10000	61900	25.78	80.21
45	35.42	10000	79200	36.78	119.79
46	33.58	10000	80300	41.26	96.01
47	33.29	10000	54600	41.66	83.58
48	32.81	10000	48900	42.89	78.86
49	30.4	10000	46700	37.69	97.34
50	29.37	10000	56700	33.74	117.88
51	28.81	10000	66700	33.42	111.74
52	28.11	10000	249800	38.86	104.76
53	28	10000	102300	27.96	82.48
54	27.52	10000	105700	40.72	74.17
55	27.22	10000	98500	44.95	93.1
56	26.91	10000	207400	38.22	85.74
57	26.64	10000	94500	33.84	117.87
58	26.6	10000	64500	33.53	86.8
59	26.17	10000	249800	32.69	97.13
60	26.12	10000	68600	36.92	76.24
61	25.83	10000	76100	36.21	115.22
62	25.75	10000	116300	27.71	97.29
63	23.86	10000	122300	27.76	82.64
64	23.16	10000	76100	43.17	77.62
65	22.85	10000	98500	40.71	74.06
66	22.65	10000	168100	33.94	117.4
67	22.54	10000	207400	38.04	84.46
68	22.3	10000	249800	41.08	81.52
69	22.21	10000	120600	39.71	104.73
70	21.95	10000	64500	30.45	91.13
71	21.09	10000	81100	37.97	121.31
72	20.8	10000	105700	35.82	78.66
73	20.31	10000	74700	37.53	77.47
74	19.85	10000	249800	32.47	93.8
75	19.66	10000	84100	32.32	90.21
76	19.63	10000	116300	30.68	88.09
77	19.32	10000	74700	41.58	93.62
78	19.2	10000	208000	40.82	96.69
79	19.13	10000	68600	43.08	89.39
80	18.91	10000	68900	42.96	85.66
81	18.81	10000	64400	40.95	73.87
82	18.8	10000	79900	25.86	80.3
83	18.71	10000	77400	32.35	86.28
84	18.62	10000	168100	33.58	101.88
85	18.35	10000	98500	36.08	79.83
86	18.2	10000	68600	39.78	84.2
87	18.15	10000	76100	33.69	118.01
88	18.07	10000	84100	32.91	96.63
89	18	10000	81100	34.18	118.25
90	17.72	10000	249800	47.67	117.41
91	17.67	10000	76100	47.25	122.46
92	17.58	10000	249800	34.72	92.35
93	17.48	10000	91100	35.36	119
94	17.33	10000	119300	37.53	122
95	17.31	10000	119300	41.07	85.14
96	17.09	10000	59200	38.88	77.1
97	17	10000	249800	37.08	76.51
98	16.98	10000	249800	42.27	71.81
99	16.51	10000	68900	35.97	83.95
100	16.47	10000	116300	37.66	120.99
101	16.47	10000	208000	28.5	81.37
102	16.42	10000	74600	34.14	117.29
103	16.39	10000	249800	43.04	76.14
104	16.07	10000	98500	41.82	71.42
105	15.99	10000	249800	40.78	111.93
106	15.98	10000	168100	34.71	86.63
