20					
1	732.26	10000.00	189600	40.67	73.95
2	348.54	10000.00	244500	34.11	118.41
3	278.37	10000.00	78700	41.84	87.68
4	163.06	10000.00	58000	29.77	95.39
5	158.56	10000.00	49400	40.01	75.13
6	111.05	10000.00	189400	32.81	117.14
7	102.8	10000.00	25600	42.38	83.1
8	100.69	10000.00	78800	32.79	96.77
9	98.34	10000.00	77100	33.54	112.07
10	93.59	10000.00	49700	29.46	98.51
11	78.22	10000.00	259100	37.3	121.85
12	73.6	10000.00	54700	39.3	76.61
13	73.13	10000.00	60800	39.78	86.15
14	72.4	10000.00	298900	37.79	122.55
15	63.52	10000.00	62900	30.33	81.66
16	63.29	10000.00	66000	39.99	82.99
17	62.81	10000.00	53500	43.06	87.97
18	61.03	10000.00	55700	35.11	90.01
19	60.69	10000.00	123900	38.91	77.02
20	57.43	10000.00	161400	42.34	71.02
