50					
1	732.26	10000.00	189600	40.67	73.95
2	348.54	10000.00	244500	34.11	118.41
3	278.37	10000.00	78700	41.84	87.68
4	163.06	10000.00	58000	29.77	95.39
5	158.56	10000.00	49400	40.01	75.13
6	111.05	10000.00	189400	32.81	117.14
7	102.8	10000.00	25600	42.38	83.1
8	100.69	10000.00	78800	32.79	96.77
9	98.34	10000.00	77100	33.54	112.07
10	93.59	10000.00	49700	29.46	98.51
11	78.22	10000.00	259100	37.3	121.85
12	73.6	10000.00	54700	39.3	76.61
13	73.13	10000.00	60800	39.78	86.15
14	72.4	10000.00	298900	37.79	122.55
15	63.52	10000.00	62900	30.33	81.66
16	63.29	10000.00	66000	39.99	82.99
17	62.81	10000.00	53500	43.06	87.97
18	61.03	10000.00	55700	35.11	90.01
19	60.69	10000.00	123900	38.91	77.02
20	57.43	10000.00	161400	42.34	71.02
21	51.63	10000.00	137900	47.62	122.35
22	51.53	10000.00	58500	31.85	106.44
23	50.56	10000.00	40900	41.48	81.68
24	49.69	10000.00	69600	30.07	89.93
25	48.84	10000.00	74400	36.17	86.78
26	46.76	10000.00	79000	39.77	104.87
27	46.56	10000.00	72600	30.3	97.75
28	44.47	10000.00	59900	35.47	97.51
29	43.73	10000.00	54900	45.54	122.66
30	43.51	10000.00	59200	39.12	94.55
31	42.94	10000.00	56100	33.79	118.16
32	40.54	10000.00	222900	32.2	110.89
33	39.67	10000.00	66800	38.64	90.24
34	39.59	10000.00	50700	35.2	80.83
35	39.4	10000.00	81300	33.76	84.42
36	39.31	10000.00	71200	36.74	76.04
37	38.47	10000.00	96500	35.12	106.62
38	37.22	10000.00	85900	37.77	122.22
39	36.99	10000.00	177400	40.44	79.98
40	36.94	10000.00	41200	38.57	121.47
41	36.84	10000.00	115800	44.96	93.27
42	36.73	10000.00	71700	36.13	95.92
43	36.4	10000.00	60500	39.14	84.51
44	35.85	10000.00	61900	25.78	80.21
45	35.42	10000.00	79200	36.78	119.79
46	33.58	10000.00	80300	41.26	96.01
47	33.29	10000.00	54600	41.66	83.58
48	32.81	10000.00	48900	42.89	78.86
49	30.4	10000.00	46700	37.69	97.34
50	29.37	10000.00	56700	33.74	117.88
